"id","user_id","enrolled_at","course_id"
"1","2bde38dd-54c7-425c-b84d-40982cb8591c","2024-12-31 10:20:27.991571","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"2","2bde38dd-54c7-425c-b84d-40982cb8591c","2024-12-31 10:23:22.524609","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"3","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 16:18:33.544167","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"4","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 16:19:04.517706","d096575f-ce61-45fa-a0c0-6c60a7e4319d"
"5","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 16:25:38.244713","fc24ef5e-242d-44f7-aad4-131d8d967fba"
"6","94f66b67-9c40-4898-b28b-b4a6386a4a40","2024-12-31 16:36:13.556394","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"7","94f66b67-9c40-4898-b28b-b4a6386a4a40","2024-12-31 16:36:17.846433","d096575f-ce61-45fa-a0c0-6c60a7e4319d"
"8","94f66b67-9c40-4898-b28b-b4a6386a4a40","2024-12-31 16:36:21.410301","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"9","4f4a3913-49ae-4809-b9ce-fe80b0b7ea0e","2024-12-31 16:36:34.191652","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"10","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:22.282159","7d318c01-e666-42ee-91a9-e8e00721a20f"
"11","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:28.214966","08b74d13-d1b7-4c83-a652-736bb668537a"
"12","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:33.039991","d096575f-ce61-45fa-a0c0-6c60a7e4319d"
"13","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:37.253756","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"14","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:41.427105","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"15","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:55.39403","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"16","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:32:43.348278","7db692f6-c781-41d9-97f8-989ad9bce9c0"
"17","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:32:51.251491","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"18","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:35:30.383359","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"19","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:35:36.183461","0de39780-b98b-465f-ad96-000a92146182"
"20","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:21.847031","8e0d7de9-c2b5-406a-b42a-1c642dbb382e"
"21","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:28.501063","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"22","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:33.659063","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"23","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:38.314882","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"24","c396eeb0-f81f-44da-8c97-2c10a969058f","2024-12-31 17:41:46.236137","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"25","c396eeb0-f81f-44da-8c97-2c10a969058f","2024-12-31 17:41:54.207702","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"26","cdc7a68e-34d8-46e6-ac1a-266bd9c54386","2024-12-31 18:14:02.547315","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"27","cdc7a68e-34d8-46e6-ac1a-266bd9c54386","2024-12-31 18:20:52.95884","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"28","cdc7a68e-34d8-46e6-ac1a-266bd9c54386","2024-12-31 18:20:57.878928","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"29","ba92f878-055d-4ad9-8292-75618f39d775","2024-12-31 21:56:25.450398","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"30","ba92f878-055d-4ad9-8292-75618f39d775","2024-12-31 21:56:29.785349","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"31","ba92f878-055d-4ad9-8292-75618f39d775","2024-12-31 21:56:44.989682","7d318c01-e666-42ee-91a9-e8e00721a20f"
"32","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:22.291721","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"33","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:27.1823","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"34","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:32.565292","08b74d13-d1b7-4c83-a652-736bb668537a"
"35","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:36.291246","0de39780-b98b-465f-ad96-000a92146182"
"36","4f4a3913-49ae-4809-b9ce-fe80b0b7ea0e","2024-12-31 23:14:55.489467","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"id","user_id","enrolled_at","course_id"
"1","2bde38dd-54c7-425c-b84d-40982cb8591c","2024-12-31 10:20:27.991571","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"2","2bde38dd-54c7-425c-b84d-40982cb8591c","2024-12-31 10:23:22.524609","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"3","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 16:18:33.544167","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"4","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 16:19:04.517706","d096575f-ce61-45fa-a0c0-6c60a7e4319d"
"5","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 16:25:38.244713","fc24ef5e-242d-44f7-aad4-131d8d967fba"
"6","94f66b67-9c40-4898-b28b-b4a6386a4a40","2024-12-31 16:36:13.556394","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"7","94f66b67-9c40-4898-b28b-b4a6386a4a40","2024-12-31 16:36:17.846433","d096575f-ce61-45fa-a0c0-6c60a7e4319d"
"8","94f66b67-9c40-4898-b28b-b4a6386a4a40","2024-12-31 16:36:21.410301","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"9","4f4a3913-49ae-4809-b9ce-fe80b0b7ea0e","2024-12-31 16:36:34.191652","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"10","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:22.282159","7d318c01-e666-42ee-91a9-e8e00721a20f"
"11","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:28.214966","08b74d13-d1b7-4c83-a652-736bb668537a"
"12","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:33.039991","d096575f-ce61-45fa-a0c0-6c60a7e4319d"
"13","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:37.253756","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"14","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:41.427105","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"15","35fcbe1f-29b4-4e50-8377-f83896d4c7ce","2024-12-31 16:45:55.39403","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"16","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:32:43.348278","7db692f6-c781-41d9-97f8-989ad9bce9c0"
"17","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:32:51.251491","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"18","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:35:30.383359","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"19","9d61f56f-679c-4786-9453-5ec7420a76e0","2024-12-31 17:35:36.183461","0de39780-b98b-465f-ad96-000a92146182"
"20","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:21.847031","8e0d7de9-c2b5-406a-b42a-1c642dbb382e"
"21","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:28.501063","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"22","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:33.659063","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"23","1f3888e3-9c1d-44b2-9b26-9607b0f223c0","2024-12-31 17:38:38.314882","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
